id,csa,name_csa
"englishtown, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"westfield, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"scarsdale, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"mount vernon, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"meriden, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"great neck, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"north bergen, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"old bridge, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"plainsboro, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"somerville, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"summit, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"hicksville, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"asbury park, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"ridgefield, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"plainfield, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"fort lee, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"paramus, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"farmingdale, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"fair lawn, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"red bank, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"new york, new york",100408,"New York-Newark, NY-NJ-CT-PA"
"east orange, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"branford, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"lakewood, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"bay shore, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"stony brook, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"smithtown, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"matawan, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"long beach, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"ronkonkoma, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"middletown, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"secaucus, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"westbury, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"cheshire, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"kingston, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"randolph, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"ridgewood, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"piscataway, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"plainview, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"east stroudsburg, pennsylvania, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"tompkins county, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"merrick, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"west new york, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"new city, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"iselin, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"hauppauge, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"levittown, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"princeton junction, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"tarrytown, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"maplewood, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"hackettstown, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"port washington, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"patchogue, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"cranford, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"lindenhurst, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"caldwell, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"east meadow, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"bellmore, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"jackson township, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"syosset, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"hightstown, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"south plainfield, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"linden, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"morris plains, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"rockville centre, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"commack, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"wappingers falls, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"rockaway, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"floral park, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"kearny, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"wantagh, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"yorktown heights, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"rahway, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"north haven, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"woodbridge, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"sparta, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"eatontown, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"scotch plains, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"darien, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"englewood, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"new canaan, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"west babylon, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"oceanside, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"newburgh junction, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"guilford, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"madison, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"monmouth junction, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"jamaica, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"florham park, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"westwood, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"east northport, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"baldwin, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"township of mahwah, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"morris county, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"stroudsburg, pennsylvania, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"belleville, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"howell township, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"chatham, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"irvington, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"warren, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"belmar, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"elmont, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"monroe, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"point pleasant beach, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"harrison, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"naugatuck, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"rutherford, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"passaic, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"freeport, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"bronxville, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"madison, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"mineola, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"suffern, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"hopewell junction, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"neptune city, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"spring valley, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"morganville, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"deer park, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"ossining, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"newton, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"little falls, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"essex county, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"west islip, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"holbrook, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"northport, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"washington, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"port chester, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"east hanover, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"bethpage, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"wilton, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"monroe, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"rye, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"phillipsburg, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"manahawkin, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"manhasset, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"lyndhurst, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"nanuet, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"metuchen, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"holmdel, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"pennington, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"ramsey, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"springfield, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"bethel, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"long branch, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"southbury, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"brentwood, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"marlboro, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"centereach, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"weehawken, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"brookfield, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"short hills, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"east haven, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"larchmont, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"mahopac, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"perth amboy, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"new windsor, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"medford, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"beacon, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"warwick, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"bergenfield, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"lynbrook, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"parlin, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"union, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"fairfield, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"new providence, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"nyack, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"glen cove, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"cranbury, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"harrison, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"coram, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"franklin square, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"clark, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"wyckoff, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"uniondale, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"cortlandt manor, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"west hempstead, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"hawthorne, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"amityville, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"berkeley heights, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"highland park, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"south orange village, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"port jefferson station, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"whippany, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"carmel, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"seaford, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"boonton, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"jericho, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"lodi, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"brewster, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"garfield, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"cliffside park, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"orange, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"sayreville, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"hazlet, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"pearl river, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"selden, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"long valley, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"ridgefield, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"mount kisco, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"verona, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"montvale, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"manasquan, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"sayville, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"peekskill, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"butler, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"elmwood park, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"orange, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"barnegat, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"budd lake, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"ulster county, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"huntington, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"kendall park, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"south amboy, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"east setauket, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"colonia, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"central islip, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"bedminster, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"kings park, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"glen rock, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"avenel, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"pleasantville, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"chappaqua, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"woodbury, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"fishkill, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"forked river, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"edgewater, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"franklin lakes, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"saddle brook, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"orange county, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"armonk, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"purchase, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"hillside, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"dover, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"carteret, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"westchester county, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"oakland, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"whitehouse station, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"riverhead, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"new milford, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"tenafly, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"keyport, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"monsey, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"west milford, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"roselle, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"belle mead, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"raritan, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"montville, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"seymour, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"haledon, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"croton-on-hudson, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"dumont, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"east hampton, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"manchester, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"shirley, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"holtsville, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"flanders, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"lawrence, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"bohemia, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"cedar grove, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"sussex, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"southampton, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"pelham, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"st james, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"middlesex, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"roseland, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"new fairfield, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"sandy hook, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"valhalla, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"dobbs ferry, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"hartsdale, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"weston, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"mendham, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"saugerties, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"bayville, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"oxford, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"wolcott, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"saddle river, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"ringwood, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"north babylon, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"succasunna, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"hasbrouck heights, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"east islip, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"dayton, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"east rutherford, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"north arlington, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"nesconset, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"skillman, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"newburgh, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"hyde park, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"dunellen, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"ansonia, connecticut, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"milford, pennsylvania, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"briarcliff manor, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"chester, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"katonah, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"west point, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"river edge, new jersey, united states",100408,"New York-Newark, NY-NJ-CT-PA"
"roslyn, new york, united states",100408,"New York-Newark, NY-NJ-CT-PA"
