numfips,csa_f_a,name_csa_f_a
26149,100310,"Kalamazoo-Battle Creek-Portage, MI"
48223,44860,"Sulphur Springs, TX"
13055,100174,"Chattanooga-Cleveland-Dalton, TN-GA"
45027,44940,"Sumter, SC"
45085,44940,"Sumter, SC"
42097,100146,"Bloomsburg-Berwick-Sunbury, PA"
6035,45000,"Susanville, CA"
48353,45020,"Sweetwater, TX"
36053,100532,"Syracuse-Auburn, NY"
36067,100532,"Syracuse-Auburn, NY"
36075,100532,"Syracuse-Auburn, NY"
40021,45140,"Tahlequah, OK"
1121,100142,"Birmingham-Hoover-Talladega, AL"
12039,45220,"Tallahassee, FL"
12065,45220,"Tallahassee, FL"
12073,45220,"Tallahassee, FL"
12129,45220,"Tallahassee, FL"
12053,45300,"Tampa-St. Petersburg-Clearwater, FL"
12057,45300,"Tampa-St. Petersburg-Clearwater, FL"
12101,45300,"Tampa-St. Petersburg-Clearwater, FL"
12103,45300,"Tampa-St. Petersburg-Clearwater, FL"
35055,45340,"Taos, NM"
17021,100522,"Springfield-Jacksonville-Lincoln, IL"
18021,45460,"Terre Haute, IN"
18121,45460,"Terre Haute, IN"
18153,45460,"Terre Haute, IN"
18165,45460,"Terre Haute, IN"
18167,45460,"Terre Haute, IN"
5081,45500,"Texarkana, TX-AR"
5091,45500,"Texarkana, TX-AR"
48037,45500,"Texarkana, TX-AR"
41065,45520,"The Dalles, OR"
12119,100422,"Orlando-Lakeland-Deltona, FL"
13293,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13275,45620,"Thomasville, GA"
39147,100534,"Toledo-Findlay-Tiffin, OH"
13277,45700,"Tifton, GA"
13257,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
39051,100534,"Toledo-Findlay-Tiffin, OH"
39095,100534,"Toledo-Findlay-Tiffin, OH"
39123,100534,"Toledo-Findlay-Tiffin, OH"
39173,100534,"Toledo-Findlay-Tiffin, OH"
20085,45820,"Topeka, KS"
20087,45820,"Topeka, KS"
20139,45820,"Topeka, KS"
20177,45820,"Topeka, KS"
20197,45820,"Topeka, KS"
9005,100408,"New York-Newark, NY-NJ-CT-PA"
26019,45900,"Traverse City, MI"
26055,45900,"Traverse City, MI"
26079,45900,"Traverse City, MI"
26089,45900,"Traverse City, MI"
34021,100408,"New York-Newark, NY-NJ-CT-PA"
1109,45980,"Troy, AL"
6057,100472,"Sacramento-Roseville, CA"
4019,100536,"Tucson-Nogales, AZ"
47031,46100,"Tullahoma-Manchester, TN"
47051,46100,"Tullahoma-Manchester, TN"
47127,46100,"Tullahoma-Manchester, TN"
40037,100538,"Tulsa-Muskogee-Bartlesville, OK"
40111,100538,"Tulsa-Muskogee-Bartlesville, OK"
40113,100538,"Tulsa-Muskogee-Bartlesville, OK"
40117,100538,"Tulsa-Muskogee-Bartlesville, OK"
40131,100538,"Tulsa-Muskogee-Bartlesville, OK"
40143,100538,"Tulsa-Muskogee-Bartlesville, OK"
40145,100538,"Tulsa-Muskogee-Bartlesville, OK"
28057,100539,"Tupelo-Corinth, MS"
28081,100539,"Tupelo-Corinth, MS"
28115,100539,"Tupelo-Corinth, MS"
28117,100539,"Tupelo-Corinth, MS"
1063,46220,"Tuscaloosa, AL"
1065,46220,"Tuscaloosa, AL"
1107,46220,"Tuscaloosa, AL"
1125,46220,"Tuscaloosa, AL"
16053,46300,"Twin Falls, ID"
16083,46300,"Twin Falls, ID"
48423,100540,"Tyler-Jacksonville, TX"
6045,46380,"Ukiah, CA"
45087,100273,"Greenville-Spartanburg-Anderson, SC"
47131,100362,"Martin-Union City, TN"
39021,100212,"Dayton-Springfield-Kettering, OH"
15003,46520,"Urban Honolulu, HI"
36043,46540,"Utica-Rome, NY"
36065,46540,"Utica-Rome, NY"
48463,46620,"Uvalde, TX"
13027,46660,"Valdosta, GA"
13101,46660,"Valdosta, GA"
13173,46660,"Valdosta, GA"
13185,46660,"Valdosta, GA"
6095,100488,"San Jose-San Francisco-Oakland, CA"
39161,100338,"Lima-Van Wert-Celina, OH"
46027,46820,"Vermillion, SD"
49047,46860,"Vernal, UT"
48487,46900,"Vernon, TX"
28149,100298,"Jackson-Vicksburg-Brookhaven, MS"
48175,100544,"Victoria-Port Lavaca, TX"
48469,100544,"Victoria-Port Lavaca, TX"
13209,47080,"Vidalia, GA"
13279,47080,"Vidalia, GA"
18083,47180,"Vincennes, IN"
34011,100428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
25007,47240,"Vineyard Haven, MA"
37029,100545,"Virginia Beach-Norfolk, VA-NC"
37053,100545,"Virginia Beach-Norfolk, VA-NC"
37073,100545,"Virginia Beach-Norfolk, VA-NC"
51073,100545,"Virginia Beach-Norfolk, VA-NC"
51093,100545,"Virginia Beach-Norfolk, VA-NC"
51095,100545,"Virginia Beach-Norfolk, VA-NC"
51115,100545,"Virginia Beach-Norfolk, VA-NC"
51175,100545,"Virginia Beach-Norfolk, VA-NC"
51199,100545,"Virginia Beach-Norfolk, VA-NC"
51550,100545,"Virginia Beach-Norfolk, VA-NC"
51620,100545,"Virginia Beach-Norfolk, VA-NC"
51650,100545,"Virginia Beach-Norfolk, VA-NC"
51700,100545,"Virginia Beach-Norfolk, VA-NC"
51710,100545,"Virginia Beach-Norfolk, VA-NC"
51735,100545,"Virginia Beach-Norfolk, VA-NC"
51740,100545,"Virginia Beach-Norfolk, VA-NC"
51800,100545,"Virginia Beach-Norfolk, VA-NC"
51810,100545,"Virginia Beach-Norfolk, VA-NC"
51830,100545,"Virginia Beach-Norfolk, VA-NC"
6107,47300,"Visalia, CA"
18169,47340,"Wabash, IN"
48145,47380,"Waco, TX"
48309,47380,"Waco, TX"
27167,100244,"Fargo-Wahpeton, ND-MN"
38077,100244,"Fargo-Wahpeton, ND-MN"
53071,100313,"Kennewick-Richland-Walla Walla, WA"
39011,100338,"Lima-Van Wert-Celina, OH"
13153,100356,"Macon-Bibb County--Warner Robins, GA"
13225,100356,"Macon-Bibb County--Warner Robins, GA"
42123,47620,"Warren, PA"
29101,100312,"Kansas City-Overland Park-Kansas City, MO-KS"
18085,100515,"South Bend-Elkhart-Mishawaka, IN-MI"
18027,47780,"Washington, IN"
37013,100272,"Greenville-Kinston-Washington, NC"
24021,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24031,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
11001,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24009,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24017,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24033,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51013,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51043,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51047,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51059,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51061,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51107,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51113,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51153,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51157,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51177,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51179,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51187,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51510,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51600,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51610,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51630,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51683,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51685,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
54037,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
39047,100198,"Columbus-Marion-Zanesville, OH"
19013,47940,"Waterloo-Cedar Falls, IA"
19017,47940,"Waterloo-Cedar Falls, IA"
19075,47940,"Waterloo-Cedar Falls, IA"
46029,47980,"Watertown, SD"
46057,47980,"Watertown, SD"
55055,100376,"Milwaukee-Racine-Waukesha, WI"
36045,48060,"Watertown-Fort Drum, NY"
12049,100422,"Orlando-Lakeland-Deltona, FL"
55069,100554,"Wausau-Stevens Point-Wisconsin Rapids, WI"
55073,100554,"Wausau-Stevens Point-Wisconsin Rapids, WI"
13229,48180,"Waycross, GA"
13299,48180,"Waycross, GA"
40039,48220,"Weatherford, OK"
39081,100430,"Pittsburgh-New Castle-Weirton, PA-OH-WV"
54009,100430,"Pittsburgh-New Castle-Weirton, PA-OH-WV"
54029,100430,"Pittsburgh-New Castle-Weirton, PA-OH-WV"
53007,48300,"Wenatchee, WA"
53017,48300,"Wenatchee, WA"
29091,48460,"West Plains, MO"
28025,100200,"Columbus-West Point, MS"
39013,48540,"Wheeling, WV-OH"
54051,48540,"Wheeling, WV-OH"
54069,48540,"Wheeling, WV-OH"
55127,100376,"Milwaukee-Racine-Waukesha, WI"
20015,100556,"Wichita-Winfield, KS"
20079,100556,"Wichita-Winfield, KS"
20173,100556,"Wichita-Winfield, KS"
20191,100556,"Wichita-Winfield, KS"
48009,48660,"Wichita Falls, TX"
48077,48660,"Wichita Falls, TX"
48485,48660,"Wichita Falls, TX"
42081,100558,"Williamsport-Lock Haven, PA"
38105,48780,"Williston, ND"
27067,48820,"Willmar, MN"
37129,48900,"Wilmington, NC"
37141,48900,"Wilmington, NC"
39027,100178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
37195,100468,"Rocky Mount-Wilson-Roanoke Rapids, NC"
51069,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
51840,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
54027,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
20035,100556,"Wichita-Winfield, KS"
32013,49080,"Winnemucca, NV"
27169,49100,"Winona, MN"
37057,100268,"Greensboro--Winston-Salem--High Point, NC"
37059,100268,"Greensboro--Winston-Salem--High Point, NC"
37067,100268,"Greensboro--Winston-Salem--High Point, NC"
37169,100268,"Greensboro--Winston-Salem--High Point, NC"
37197,100268,"Greensboro--Winston-Salem--High Point, NC"
55141,100554,"Wausau-Stevens Point-Wisconsin Rapids, WI"
40045,49260,"Woodward, OK"
40153,49260,"Woodward, OK"
39169,100184,"Cleveland-Akron-Canton, OH"
9015,100148,"Boston-Worcester-Providence, MA-RI-NH-CT"
25027,100148,"Boston-Worcester-Providence, MA-RI-NH-CT"
27105,49380,"Worthington, MN"
53077,49420,"Yakima, WA"
46135,49460,"Yankton, SD"
72055,100434,"Ponce-Yauco-Coamo, PR"
72059,100434,"Ponce-Yauco-Coamo, PR"
72111,100434,"Ponce-Yauco-Coamo, PR"
72153,100434,"Ponce-Yauco-Coamo, PR"
42133,100276,"Harrisburg-York-Lebanon, PA"
39099,100566,"Youngstown-Warren, OH-PA"
39155,100566,"Youngstown-Warren, OH-PA"
42085,100566,"Youngstown-Warren, OH-PA"
6101,100472,"Sacramento-Roseville, CA"
6115,100472,"Sacramento-Roseville, CA"
4027,49740,"Yuma, AZ"
39119,100198,"Columbus-Marion-Zanesville, OH"
48505,49820,"Zapata, TX"
